,gold,characters,hypothesis,value
35892,cloud fail,cloudfail,cloudfail,31.141605377197266
47073,Emetrics,Emetrics,Emetrics,31.152633666992188
38997,london 2009,london2009,london 2009,31.216815948486328
56771,electro house,electrohouse,electrohouse,31.226408004760742
78797,FAIl,FAIl,FAIl,31.22854995727539
5258,RSD 09,RSD09,RSD09,31.27584457397461
9262,summer 09,summer09,summer 09,31.283958435058594
55828,maternal health,maternalhealth,maternal health,31.2861328125
55026,website fail,websitefail,website fail,31.35512924194336
77002,note to god,notetogod,note to god,31.384151458740234
18679,django con,djangocon,djangocon,31.418209075927734
65665,gfail,gfail,gfail,31.418655395507812
78007,tonight show,tonightshow,tonight show,31.472148895263672
29415,sky tools,skytools,skytools,31.476806640625
50832,lightboxes,lightboxes,lightboxes,31.483600616455078
190,camera fail,camerafail,camera fail,31.492395401000977
36355,Lime is back,Limeisback,Lime is back,31.492971420288086
53744,build your brand,buildyourbrand,build your brand,31.502967834472656
51273,twhirl,twhirl,twhirl,31.503250122070312
11285,food fail,foodfail,foodfail,31.512779235839844
53637,post digital,postdigital,postdigital,31.606719970703125
18283,pooram,pooram,pooram,31.650550842285156
29696,gwibber,gwibber,gwibber,31.67030143737793
33657,bring back life,bringbacklife,bringbacklife,31.67473793029785
68157,bike TO,bikeTO,bikeTO,31.74481201171875
38588,post hunt,posthunt,posthunt,31.75458526611328
49261,for daisy,fordaisy,for daisy,31.75667953491211
37201,the green death,thegreendeath,the green death,31.792510986328125
18174,ncfc,ncfc,ncfc,31.80756378173828
1497,the in betweeners,theinbetweeners,the inbetweeners,31.825016021728516
34584,3 hot words,3hotwords,3 hot words,31.832950592041016
35949,28 fresh,28fresh,28 fresh,31.87679672241211
31356,teched,teched,teched,31.880329132080078
14015,heavy workload,heavyworkload,heavy workload,31.88076400756836
76655,lazy eye,lazyeye,lazy eye,31.895538330078125
27514,acen,acen,acen,31.932079315185547
8309,aacr,aacr,aacr,31.937057495117188
40797,future summit,futuresummit,future summit,31.941085815429688
56631,george michael,georgemichael,georgemichael,31.98706817626953
36523,TDC ag,TDCag,TDCag,32.05319595336914
17844,hatton,hatton,hatton,32.12290573120117
39734,yay man,yayman,yay man,32.12828826904297
44434,where camp,wherecamp,where camp,32.154666900634766
11529,sv 2009,sv2009,sv2009,32.170074462890625
38038,sri lanka,srilanka,sri lanka,32.18563461303711
16242,frankie 95,frankie95,frankie95,32.20657730102539
15454,fail whale,failwhale,fail whale,32.21770477294922
6626,accidents happen,accidentshappen,accidents happen,32.26220703125
15337,free realms,freerealms,free realms,32.27455139160156
2371,ASOT 400,ASOT400,ASOT 400,32.287832260131836
38800,shit stack,shitstack,shitstack,32.308860778808594
34223,fix reply,fixreply,fix reply,32.35335922241211
15129,mdsw,mdsw,mdsw,32.37778854370117
17239,bck 5,bck5,bck5,32.380794525146484
70966,red mango,redmango,redmango,32.46200942993164
14157,vitaminwater,vitaminwater,vitamin water,32.51792907714844
42962,lost arg,lostarg,lost arg,32.520050048828125
53976,ravelry,ravelry,ravelry,32.542259216308594
54010,anti patterns,antipatterns,antipatterns,32.57707595825195
2040,blue peter,bluepeter,bluepeter,32.579647064208984
76017,beer friday,beerfriday,beer friday,32.58399200439453
31391,SAPPHIRE 09,SAPPHIRE09,SAPPHIRE 09,32.584922790527344
15996,FLETCHER DAY,FLETCHERDAY,FLETCHER DAY,32.5910587310791
30968,Pistol Wink,PistolWink,Pistol Wink,32.61015701293945
8156,cold remedy,coldremedy,cold remedy,32.61589050292969
6344,Twitter whore,Twitterwhore,Twitter whore,32.6336555480957
11553,LBF 09,LBF09,LBF09,32.64585876464844
25523,twitter takeover,twittertakeover,twitter take over,32.665292739868164
13868,aloha friday,alohafriday,aloha friday,32.67597961425781
34140,ride to work,ridetowork,ride to work,32.67634582519531
47871,Bash mash,Bashmash,Bashmash,32.69176483154297
50009,ninja tweet,ninjatweet,ninjatweet,32.699100494384766
46842,heart balloon,heartballoon,heart balloon,32.70057678222656
13642,follow friday,followfriday,follow friday,32.70083999633789
7730,wake training,waketraining,wake training,32.70836639404297
14379,MWYDA,MWYDA,MWYDA,32.72905349731445
59880,hungee,hungee,hungee,32.73234558105469
27242,euroko,euroko,euroko,32.75893783569336
74968,wvfn,wvfn,wvfn,32.780277252197266
34402,google wtf,googlewtf,google wtf,32.84739303588867
16335,spark people,sparkpeople,spark people,32.866188049316406
45894,bushfires,bushfires,bushfires,32.869537353515625
55539,im just sayin,imjustsayin,im just sayin,32.922935485839844
50500,perl tweet,perltweet,perl tweet,32.9376335144043
23232,nerd prom,nerdprom,nerd prom,32.95085525512695
26862,Bring Tara Back,BringTaraBack,Bring Tara Back,32.96370315551758
28854,tcaf,tcaf,tcaf,32.97905731201172
9717,Henry Wood House,HenryWoodHouse,Henry Wood House,32.9796257019043
5756,geek meet,geekmeet,geekmeet,32.97997283935547
18842,live scribe,livescribe,livescribe,32.99405288696289
15025,Stabbity,Stabbity,Stabbity,33.01081085205078
22373,twdn,twdn,twdn,33.04509735107422
67158,mountain jam,mountainjam,mountain jam,33.05112838745117
3305,sat chat,satchat,sat chat,33.051673889160156
48061,emc world,emcworld,emcworld,33.05988311767578
4989,whuffie,whuffie,whuffie,33.065391540527344
19269,podcast friday,podcastfriday,podcast friday,33.076900482177734
68317,comet 09,comet09,comet 09,33.0847282409668
39349,we should find out,weshouldfindout,we should find out,33.098976135253906
15073,Chris Flu,ChrisFlu,ChrisFlu,33.099361419677734
25115,technological racism,technologicalracism,technological racism,33.10360336303711
24926,Save Dollhouse,SaveDollhouse,Save Dollhouse,33.10749816894531
74488,startup 2 startup,startup2startup,startup2startup,33.11077880859375
57985,i lose weight,iloseweight,i lose weight,33.130897521972656
1939,Mesh 09,Mesh09,Mesh09,33.137962341308594
27456,anti funny,antifunny,anti funny,33.176856994628906
32477,future sonic,futuresonic,future sonic,33.19915008544922
10280,medifast,medifast,medifast,33.216121673583984
68656,uk pubs,ukpubs,ukpubs,33.221683502197266
29276,fix replies,fixreplies,fix replies,33.25357437133789
12650,typo3,typo3,typo3,33.29490280151367
71227,oh no you didnt,ohnoyoudidnt,oh no you didnt,33.30286407470703
66896,grand rapids,grandrapids,grand rapids,33.328609466552734
27827,pyggy,pyggy,pyggy,33.34077835083008
54119,mu story,mustory,mustory,33.377010345458984
5748,ahbl,ahbl,ahbl,33.427772521972656
10118,music monday,musicmonday,music monday,33.45637512207031
4932,spec trial,spectrial,spectrial,33.45881271362305
9232,mw 2009,mw2009,mw2009,33.46526336669922
15941,munlei,munlei,munlei,33.47769546508789
11824,Global Marijuana March,GlobalMarijuanaMarch,Global Marijuana March,33.480106353759766
55230,meta meets,metameets,meta meets,33.56475830078125
47153,4 networking,4networking,4 networking,33.641536712646484
64794,bad microsoft,badmicrosoft,badmicrosoft,33.64643478393555
13565,flossy love,flossylove,flossylove,33.64842987060547
66844,ad lounge,adlounge,ad lounge,33.69813919067383
8229,last masters,lastmasters,last masters,33.69921875
2690,twunes,twunes,twunes,33.726139068603516
49993,orkut,orkut,orkut,33.729652404785156
63586,topic maps,topicmaps,topic maps,33.745609283447266
16918,hn date,hndate,hndate,33.74750518798828
63909,war is fucked,warisfucked,war is fucked,33.759220123291016
73789,the green teen,thegreenteen,the green teen,33.781883239746094
13506,rock plat,rockplat,rockplat,33.8317756652832
35762,india votes,indiavotes,indiavotes,33.85030746459961
13031,rails conf,railsconf,railsconf,33.865787506103516
71779,Cookout of the century,Cookoutofthecentury,Cookout of the century,33.877113342285156
68204,social media tv,socialmediatv,social media tv,33.90856170654297
22029,star wars day,starwarsday,starwarsday,33.920204162597656
12834,moose tracks,moosetracks,moose tracks,33.926692962646484
55513,LA ftw,LAftw,LA ftw,33.98030090332031
7054,amazon fail,amazonfail,amazon fail,34.03641891479492
826,fantasy surfer,fantasysurfer,fantasy surfer,34.045589447021484
39068,sulax,sulax,sulax,34.05308151245117
42117,make histori,makehistori,makehistori,34.05429458618164
57584,element sc,elementsc,element sc,34.07046890258789
6453,Felipe Baby,FelipeBaby,Felipe Baby,34.11287307739258
12514,tweet jack,tweetjack,tweetjack,34.123573303222656
14395,biz case,bizcase,bizcase,34.13393020629883
7587,skater hockey,skaterhockey,skaterhockey,34.1439208984375
13549,pc 09,pc09,pc09,34.16684341430664
24264,i lost the game,ilostthegame,i lost the game,34.167930603027344
74827,s1e8,s1e8,s1e8,34.18424606323242
64053,coffe club,coffeclub,coffe club,34.2120475769043
49907,adam lambert,adamlambert,adamlambert,34.21521759033203
34056,NHL Tweet up,NHLTweetup,NHL Tweetup,34.23564910888672
9352,yay men,yaymen,yay men,34.28841781616211
34806,NKTOB,NKTOB,NKTOB,34.2933464050293
44538,famous lovelies,famouslovelies,famous lovelies,34.31320571899414
38486,football 3 s,football3s,football 3s,34.33757019042969
55636,tweet coding,tweetcoding,tweet coding,34.37143325805664
11651,nation of idiots,nationofidiots,nation of idiots,34.449344635009766
37824,type nerd,typenerd,typenerd,34.49672317504883
6547,hac 5,hac5,hac5,34.5478630065918
23703,sa votes,savotes,savotes,34.56147384643555
64135,favorite icecream,favoriteicecream,favorite ice cream,34.56720733642578
23639,140 Sunday,140Sunday,140 Sunday,34.569305419921875
1866,nick darcy,nickdarcy,nickdarcy,34.57183837890625
34501,SMC Sea,SMCSea,SMC Sea,34.58636474609375
5137,fifth summit,fifthsummit,fifth summit,34.613990783691406
18936,save chuck,savechuck,save chuck,34.708106994628906
51304,iphone dev,iphonedev,iphone dev,34.71671676635742
14638,Kolache Factory,KolacheFactory,Kolache Factory,34.750831604003906
71009,maker faire,makerfaire,makerfaire,34.799224853515625
33826,chrome sucks,chromesucks,chrome sucks,34.821327209472656
54882,twiparty,twiparty,twiparty,34.82583999633789
63698,bored boots,boredboots,boredboots,34.84519958496094
11124,Opposite Tuesday,OppositeTuesday,Opposite Tuesday,34.859375
45298,tek 09,tek09,tek09,34.889427185058594
51756,save Earl,saveEarl,save Earl,34.889923095703125
17617,divorce party,divorceparty,divorce party,34.89963150024414
51939,legend of the seeker,legendoftheseeker,legend of the seeker,34.90229797363281
22671,shop to earn,shoptoearn,shop to earn,34.902950286865234
43058,adium,adium,adium,34.92463684082031
12572,jonas live,jonaslive,jonaslive,34.92951202392578
54934,kids min,kidsmin,kids min,34.94355392456055
16963,Waltz With Bashir,WaltzWithBashir,Waltz With Bashir,34.967201232910156
75666,xbox e3,xboxe3,xbox e3,35.01454162597656
20036,kelloggs,kelloggs,kelloggs,35.08324432373047
72786,miss him already,misshimalready,miss him already,35.125518798828125
46940,mayhem crew,mayhemcrew,mayhem crew,35.14463806152344
71466,friend fail,friendfail,friend fail,35.146385192871094
69648,amc main,amcmain,amc main,35.163822174072266
12394,kentucky derby,kentuckyderby,kentucky derby,35.18841552734375
427,stuck record,stuckrecord,stuck record,35.20372009277344
54540,EAS active,EASactive,EAS active,35.20656204223633
64671,farting loud,fartingloud,farting loud,35.215660095214844
8786,otalia,otalia,otalia,35.229225158691406
20367,we are lasers,wearelasers,we are lasers,35.241172790527344
34647,damn heroin,damnheroin,damn heroin,35.25294876098633
54362,sick friday,sickfriday,sick friday,35.26674270629883
60092,riesling,riesling,riesling,35.28302001953125
51622,vfth,vfth,v fth,35.28402328491211
14427,laddas,laddas,laddas,35.31505584716797
48429,sony sucks,sonysucks,sony sucks,35.32625198364258
65413,BEA 09,BEA09,BE A 09,35.366783142089844
21556,paw party,pawparty,pawparty,35.36852264404297
42213,charity tuesday,charitytuesday,charity tuesday,35.39386749267578
24103,wakeskate,wakeskate,wakeskate,35.425289154052734
68686,insane defaults,insanedefaults,insane defaults,35.44606399536133
20915,Hoppus day,Hoppusday,Hoppusday,35.467281341552734
15780,mh strategy,mhstrategy,mhstrategy,35.490966796875
10642,pol 09,pol09,pol09,35.5042839050293
16299,spsdc,spsdc,spsdc,35.52632522583008
78680,open space code,openspacecode,open space code,35.5567626953125
75552,SSMTUP,SSMTUP,SSMTUP,35.56015396118164
69073,tv _ addict,tv_addict,tv_addict,35.590484619140625
59569,traffic za,trafficza,trafficza,35.62187957763672
5297,web raising,webraising,webraising,35.62283706665039
32376,win playlist,winplaylist,winplaylist,35.638526916503906
20449,celebrity apprentice,celebrityapprentice,celebrityapprentice,35.64422607421875
63369,climber pickup,climberpickup,climber pickup,35.73827362060547
65161,screengrab 09,screengrab09,screengrab09,35.74705505371094
46419,microsoft fail,microsoftfail,microsoftfail,35.77397537231445
29614,bne traffic,bnetraffic,bnetraffic,35.7833137512207
50210,save earl,saveearl,save earl,35.80079650878906
5830,inline slalom,inlineslalom,inline slalom,35.8282470703125
12155,sage pay,sagepay,sagepay,35.84516525268555
31451,ukrds,ukrds,ukrds,35.84554672241211
70060,feast friday,feastfriday,feast friday,35.85164260864258
7,therapy fail,therapyfail,therapy fail,35.88555908203125
3474,camp courage,campcourage,campcourage,35.89036560058594
65885,idm final,idmfinal,idm final,35.899879455566406
51388,forecast friday,forecastfriday,forecast friday,35.91421890258789
66086,stevie wonder,steviewonder,stevie wonder,35.93919372558594
40893,twitter fon,twitterfon,twitterfon,36.019622802734375
21147,pixel tamer,pixeltamer,pixeltamer,36.0794792175293
34302,ass trending,asstrending,ass trending,36.08133316040039
78464,bionic commando,bioniccommando,bionic commando,36.099098205566406
10395,tweet dare,tweetdare,tweetdare,36.11829376220703
23162,frenchie b,frenchieb,frenchieb,36.12038040161133
18332,magical moms,magicalmoms,magical moms,36.15301513671875
75689,wish 27,wish27,wish27,36.17525100708008
72299,3 aaah,3aaah,3aaah,36.21268081665039
21972,taste camp,tastecamp,taste camp,36.21417236328125
49788,jaljeera,jaljeera,jaljeera,36.23952102661133
48383,SB drinks,SBdrinks,SB drinks,36.27320098876953
12997,aware sg,awaresg,awaresg,36.283809661865234
15412,tff 2009,tff2009,tff2009,36.28560256958008
2764,pain buddies,painbuddies,pain buddies,36.30200958251953
70144,NO FAKERY,NOFAKERY,NOFAKERY,36.30278778076172
511,twit teriffic,twitteriffic,twitteriffic,36.30431365966797
43802,still smokefree,stillsmokefree,still smoke free,36.30862808227539
53403,dunkin donuts,dunkindonuts,dunkin donuts,36.32538986206055
61192,far poll,farpoll,far poll,36.36589813232422
36162,fringe failure,fringefailure,fringe failure,36.38091278076172
41916,gr8 conf,gr8conf,gr8conf,36.442359924316406
73465,atl tweet,atltweet,atl tweet,36.443729400634766
72104,shortcake fail,shortcakefail,shortcakefail,36.483665466308594
6196,SATO 48,SATO48,SATO48,36.487457275390625
15199,paw pawty,pawpawty,pawpawty,36.5660400390625
75193,moustache fail,moustachefail,moustache fail,36.60902404785156
33501,punt astrophe,puntastrophe,puntastrophe,36.62726593017578
10245,poss con,posscon,posscon,36.64897537231445
30652,net prophet,netprophet,net prophet,36.7027587890625
61221,smc chicago,smcchicago,smcchicago,36.70476150512695
48636,au remix,auremix,auremix,36.743141174316406
8427,NHL tweetup,NHLtweetup,NHL tweetup,36.78547286987305
30287,twit hugs,twithugs,twit hugs,36.8428840637207
54791,leeds united,leedsunited,leedsunited,36.90049743652344
35982,twumpet,twumpet,twumpet,36.90475845336914
68571,metaverse u,metaverseu,metaverseu,36.93671417236328
20262,star trek arg,startrekarg,startrekarg,37.00579071044922
10485,fiesta movement,fiestamovement,fiesta movement,37.02838134765625
29154,trend fixing,trendfixing,trend fixing,37.06443405151367
46810,iabnet,iabnet,iabnet,37.15138244628906
46563,comic relief party,comicreliefparty,comic relief party,37.15748596191406
18309,dddsw,dddsw,dddsw,37.189308166503906
12734,cartoon avie,cartoonavie,cartoonavie,37.20676040649414
64757,lil oven,liloven,liloven,37.21748352050781
28277,twitter 4 vg,twitter4vg,twitter4vg,37.23789978027344
24605,twitter musical,twittermusical,twitter musical,37.26799774169922
12194,ipv6 summit,ipv6summit,ipv6 summit,37.279212951660156
49318,platform biased,platformbiased,platform biased,37.37510681152344
54624,fuck you fridays,fuckyoufridays,fuck you fridays,37.516719818115234
34821,l3ree,l3ree,l3ree,37.647212982177734
76613,jay leno,jayleno,jayleno,37.64748764038086
55998,Sav Earl,SavEarl,SavEarl,37.65056228637695
44487,Twitarrr,Twitarrr,Twitarrr,37.67473220825195
5273,sota 09,sota09,sota09,37.72814178466797
56893,deadliest catch,deadliestcatch,deadliest catch,37.75949478149414
39943,i am so graceful,iamsograceful,i am so graceful,37.77863311767578
60140,2 wk film,2wkfilm,2wk film,37.7794189453125
17423,mp expenses,mpexpenses,mp expenses,37.794673919677734
29730,boycott nick,boycottnick,boycottnick,37.79714584350586
56579,cow friday,cowfriday,cowfriday,37.81099319458008
68352,omg impatient,omgimpatient,omg impatient,37.8632926940918
3228,maximo park,maximopark,maximopark,37.879791259765625
7900,big deal moms,bigdealmoms,big deal moms,37.90443801879883
17247,TYGa man,TYGaman,TYGaman,37.908905029296875
73431,palm pre,palmpre,palm pre,37.973731994628906
53372,Coktup,Coktup,Coktup,37.991458892822266
78227,mars is coming,marsiscoming,mars is coming,38.062225341796875
7393,chick in train,chickintrain,chickintrain,38.07761001586914
26345,when i were a lad,wheniwerealad,when i were a lad,38.1124382019043
38204,book blockade,bookblockade,book blockade,38.127628326416016
50271,Fling out Friday,FlingoutFriday,Fling out Friday,38.14237976074219
1991,IVAA 09,IVAA09,IVAA09,38.169334411621094
45990,cf objective,cfobjective,cf objective,38.17033004760742
53592,webinale,webinale,webinale,38.209320068359375
59122,ShuaBq,ShuaBq,ShuaBq,38.22211456298828
39144,LOFNOTC,LOFNOTC,LOF NOTC,38.25843811035156
63849,bad optus,badoptus,bad optus,38.25973129272461
46182,save food day,savefoodday,savefoodday,38.28407669067383
8005,gadget show live,gadgetshowlive,gadgetshow live,38.31370544433594
29458,shibari con,shibaricon,shibaricon,38.37106704711914
65639,sccr18,sccr18,sccr18,38.39909362792969
46349,t barcamp,tbarcamp,tbarcamp,38.42920684814453
19423,hburg news,hburgnews,hburgnews,38.4586181640625
74316,grammar nazi,grammarnazi,grammar nazi,38.4586181640625
59486,sack of dicks,sackofdicks,sack of dicks,38.49741744995117
27522,vampire beatles,vampirebeatles,vampirebeatles,38.57583999633789
22190,beacon Hotel,beaconHotel,beacon Hotel,38.62053298950195
59699,star girl in space,stargirlinspace,stargirlinspace,38.6361198425293
67673,penile words,penilewords,penile words,38.67629623413086
12926,aces 2009,aces2009,aces 2009,38.6986083984375
34270,owjen,owjen,ow jen,38.71356964111328
49881,uollts,uollts,uollts,38.80103302001953
19039,barista wannabe,baristawannabe,barista wannabe,38.806434631347656
10015,symp 09,symp09,symp09,38.86357116699219
32564,sust now,sustnow,sustnow,38.88493347167969
60177,jonas webcast,jonaswebcast,jonaswebcast,38.92021179199219
12261,lions 2009,lions2009,lions2009,38.989654541015625
23369,zach is sexy,zachissexy,zach is sexy,39.051456451416016
6008,ned fail,nedfail,nedfail,39.082420349121094
52133,unnecessary _ shit,unnecessary_shit,unnecessary_shit,39.22251510620117
17303,Euro Django Con,EuroDjangoCon,Euro Django Con,39.24531936645508
13461,hamthrax,hamthrax,hamthrax,39.285579681396484
27669,mikey way day,mikeywayday,mikeywayday,39.29191589355469
30441,jonas paranoid,jonasparanoid,jonasparanoid,39.29648971557617
36554,Ed Tweet up,EdTweetup,EdTweetup,39.33381271362305
35358,craving something sweet,cravingsomethingsweet,craving something sweet,39.340057373046875
77974,trying not to be a stalker,tryingnottobeastalker,trying not to be a stalker,39.39231491088867
47275,golden opportunity missed,goldenopportunitymissed,golden opportunity missed,39.401031494140625
62277,i totally missed your face,itotallymissedyourface,i totally missed your face,39.41849899291992
66771,rr theatre,rrtheatre,rrtheatre,39.42884826660156
42999,smx london,smxlondon,smx london,39.43315505981445
29248,rpattz,rpattz,rpattz,39.4866828918457
67322,camp jitterbug,campjitterbug,campjitterbug,39.52406311035156
1296,Automation At a Cost,AutomationAtaCost,Automation At a Cost,39.622676849365234
49831,singh bca,singhbca,singhbca,39.62965774536133
19673,shoals biz,shoalsbiz,shoalsbiz,39.650875091552734
10949,prosehos,prosehos,prose hos,39.6711540222168
22752,sig jeans,sigjeans,sigjeans,39.71119689941406
70895,geeks on a plane,geeksonaplane,geeks on a plane,39.76460647583008
76198,leno leaves,lenoleaves,leno leaves,39.899742126464844
40375,roz savage,rozsavage,roz savage,39.97666549682617
24167,euruko,euruko,euruko,39.996177673339844
37458,book mooch,bookmooch,bookmooch,40.091251373291016
79011,absolution rising,absolutionrising,absolution rising,40.103912353515625
55363,unfollow friday,unfollowfriday,unfollowfriday,40.17046356201172
31100,ignite sydney,ignitesydney,ignite sydney,40.17741394042969
60056,sytycd,sytycd,sytycd,40.21302795410156
23084,30 SECONDS TO MARS,30SECONDSTOMARS,30 SECONDS TO MARS,40.22125244140625
28361,teched 2009,teched2009,tech ed 2009,40.24578094482422
16741,poynter day,poynterday,poynter day,40.248268127441406
38309,delonge day,delongeday,delonge day,40.271827697753906
72242,anti boyle,antiboyle,antiboyle,40.31229019165039
56288,wish i was in LA,wishiwasinLA,wish i was in LA,40.38771438598633
51717,bupa 10k,bupa10k,bupa10k,40.461795806884766
59036,miley brazil,mileybrazil,mileybrazil,40.49795913696289
57053,reject prop 8,rejectprop8,reject prop 8,40.51417541503906
17125,hoppus day,hoppusday,hoppusday,40.61684799194336
71920,the office nbc,theofficenbc,the office nbc,40.645042419433594
50079,simeon hobbes,simeonhobbes,simeon hobbes,40.818973541259766
18431,Hollywood Rcds,HollywoodRcds,Hollywood Rcds,40.83572006225586
30723,road twip,roadtwip,roadtwip,40.85615921020508
76404,terrible kitty mom,terriblekittymom,terrible kitty mom,40.87187194824219
65811,My PowerBook G4 RIP,MyPowerBookG4RIP,My PowerBook G4 RIP,40.879547119140625
28185,family force 5,familyforce5,family force 5,40.933536529541016
33414,lost fan fail,lostfanfail,lost fan fail,40.93952560424805
40267,lofnotc,lofnotc,lofnotc,41.05681610107422
76285,boo bad losers,boobadlosers,boo bad losers,41.062042236328125
59334,woozy wednesday,woozywednesday,woozy wednesday,41.0826530456543
31715,teched 09,teched09,tech ed 09,41.0963020324707
31039,oph crack,ophcrack,ophcrack,41.156951904296875
44262,moan monday,moanmonday,moan monday,41.20931625366211
51019,amped 180,amped180,amped180,41.29240417480469
51629,not at leaky,notatleaky,notatleaky,41.31669616699219
14339,dddscot,dddscot,dddscot,41.32611083984375
18128,r2 picnic,r2picnic,r2picnic,41.44009017944336
57823,3 words after sex,3wordsaftersex,3 words after sex,41.49274444580078
34764,LOSNOTC,LOSNOTC,LOSNOTC,41.54087829589844
7701,vconqr,vconqr,vconqr,41.67795944213867
7504,robie creek,robiecreek,robie creek,41.724979400634766
9544,bersetzen,bersetzen,bersetzen,41.725345611572266
50418,v2 power cut,v2powercut,v2 powercut,41.81592559814453
49468,bradie webb,bradiewebb,bradiewebb,41.830726623535156
60456,bTrendie,bTrendie,bTrendie,41.902103424072266
39423,post hunt 09,posthunt09,posthunt09,41.93705749511719
66982,strategic Clock,strategicClock,strategic Clock,41.940120697021484
69020,ox teach,oxteach,oxt each,42.13003158569336
34868,People Browsr,PeopleBrowsr,People Browsr,42.18013000488281
59148,unfollow diddy,unfollowdiddy,unfollowdiddy,42.208892822265625
23962,open hack london,openhacklondon,openhacklondon,42.21430587768555
21846,pictures for sad children,picturesforsadchildren,pictures for sad children,42.262168884277344
64535,jonas new songs,jonasnewsongs,jonas new songs,42.31617736816406
43691,moan mondays,moanmondays,moan mondays,42.44491195678711
65553,bea tweet up,beatweetup,beatweetup,42.60084533691406
50691,shaun diviney,shaundiviney,shaun diviney,42.64425277709961
15142,kilau meet,kilaumeet,kilau meet,42.68044662475586
78912,30 seconds to mars,30secondstomars,30 seconds to mars,42.68168640136719
74679,full moon crazy,fullmooncrazy,fullmooncrazy,42.71931076049805
67465,SAP Inside track,SAPInsidetrack,SAP Inside track,42.72446060180664
38941,go jays go,gojaysgo,go jays go,42.74372863769531
5552,here before oprah,herebeforeoprah,here before oprah,42.74482727050781
40072,dogsitter fail,dogsitterfail,dog sitter fail,42.7671012878418
62461,im a deprived child,imadeprivedchild,im a deprived child,42.807491302490234
21027,kosher FAIL,kosherFAIL,kosherFAIL,42.923709869384766
79201,bcleeds09,bcleeds09,bcleeds09,43.213768005371094
42469,psych unit entertainment,psychunitentertainment,psych unit entertainment,43.23198699951172
57153,3 stalker words,3stalkerwords,3 stalker words,43.388938903808594
32163,sg tweet up,sgtweetup,sgtweetup,43.426597595214844
22287,iihf hockey,iihfhockey,iihfhockey,43.434627532958984
68838,frehley friday,frehleyfriday,frehleyfriday,43.5018310546875
70413,hump the stump,humpthestump,hump the stump,43.567840576171875
61047,tango thursdays,tangothursdays,tango thursdays,43.577064514160156
33044,middle name thursday,middlenamethursday,middle name thursday,43.697471618652344
36538,z0S09,z0S09,z0S09,43.739009857177734
66019,whuffaoke,whuffaoke,whuffaoke,43.969417572021484
102,gay for peavy,gayforpeavy,gay for peavy,44.10891342163086
26131,looking at paint colours again,lookingatpaintcoloursagain,looking at paint colours again,44.25890350341797
2901,idiotic twitter apps,idiotictwitterapps,idiotic twitter apps,44.34262466430664
68474,brand wkshop,brandwkshop,brand wkshop,44.39957809448242
27427,when i were a lass,wheniwerealass,when i were a lass,44.42893981933594
55963,oew0509,oew0509,oew0509,44.49675750732422
3334,philly code camp,phillycodecamp,phillycodecamp,44.496971130371094
11426,Its Grim Up North,ItsGrimUpNorth,Its Grim Up North,44.50659942626953
64325,visial voicemail,visialvoicemail,visialvoicemail,44.51907730102539
36098,3 turnoff words,3turnoffwords,3 turn off words,44.561405181884766
6837,india votes 09,indiavotes09,indiavotes09,44.72954177856445
27020,TWO HANDS FLETCHER,TWOHANDSFLETCHER,TWO HANDS FLETCHER,44.781402587890625
16871,keys in mah car,keysinmahcar,keys in mah car,44.94275665283203
78090,php vikinger,phpvikinger,phpvikinger,45.15476989746094
20750,Hsv Tweet up,HsvTweetup,Hsv Tweetup,45.20451354980469
44193,gfy monday,gfymonday,gfymonday,45.276336669921875
27871,brambles fightback,bramblesfightback,brambles fight back,45.28440856933594
955,titsup tuesday,titsuptuesday,tits up tuesday,45.381935119628906
2214,fri night fever,frinightfever,fri nightfever,45.51832580566406
19478,bar camp bham,barcampbham,barcampbham,45.536293029785156
66233,friday fire hazzard,fridayfirehazzard,fridayfirehazzard,45.61305618286133
23449,OMG SWINE FLU,OMGSWINEFLU,OMG SWINE FLU,45.64281463623047
13093,sleepless in seattle,sleeplessinseattle,sleeplessinseattle,45.74455261230469
30907,yarra trams,yarratrams,yarr at rams,46.14765930175781
72975,noc tweetup,noctweetup,noc tweetup,46.23322296142578
13954,uxcb09,uxcb09,uxcb09,46.256343841552734
48579,mufty fail,muftyfail,muftyfail,46.45735168457031
26402,crap soap lines,crapsoaplines,crap soap lines,46.47268295288086
16644,tour de blono,tourdeblono,tour de blono,46.490482330322266
36806,wossy book club,wossybookclub,wossybookclub,46.53007507324219
33967,twss thurs,twssthurs,twss thurs,46.64347457885742
3560,bar camp orlando,barcamporlando,barcamporlando,46.830711364746094
7285,Grand East Anglia Run,GrandEastAngliaRun,Grand East Anglia Run,46.88068389892578
78331,tbilnewm edia,tbilnewmedia,tbilnewmedia,47.53943634033203
72468,flax and fiber friday,flaxandfiberfriday,flaxandfiber friday,47.69886779785156
67783,misha needs chapstick,mishaneedschapstick,misha needs chapstick,47.72489929199219
75308,zappn launch,zappnlaunch,zappnlaunch,47.830535888671875
36958,no undies sunday,noundiessunday,no undies sunday,47.96586608886719
69812,britains got talent,britainsgottalent,britains got talent,48.22675704956055
74242,bea twitty party,beatwittyparty,be at witty party,48.39409637451172
57527,what coty is not doing,whatcotyisnotdoing,what coty is not doing,48.60006332397461
61842,is the recession over yet,istherecessionoveryet,is the recession over yet,48.78099060058594
73899,stupid work suxes,stupidworksuxes,stupid worksuxes,49.2506103515625
